Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Toledo Mud Hens,Triple-A,First Inning,4,2,0,0,0,0,0,1,1,1,0,0,0,.000,.250,.000,.250
Lakeland Flying Tigers,Class A Advanced,First Inning,2,2,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
Toledo Mud Hens,Triple-A,Second Inning,1,1,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
Toledo Mud Hens,Triple-A,Third Inning,3,2,1,1,0,0,1,1,1,0,0,0,0,.500,.667,2.000,2.667
Lakeland Flying Tigers,Class A Advanced,Third Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Lakeland Flying Tigers,Class A Advanced,Fourth Inning,2,2,2,2,1,0,1,2,0,0,0,0,0,1.000,1.000,3.000,4.000
Toledo Mud Hens,Triple-A,Fifth Inning,3,3,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000
Toledo Mud Hens,Triple-A,Sixth Inning,2,2,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
Lakeland Flying Tigers,Class A Advanced,Sixth Inning,2,2,0,1,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
Toledo Mud Hens,Triple-A,Eighth Inning,4,4,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
Lakeland Flying Tigers,Class A Advanced,Eighth Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Toledo Mud Hens,Triple-A,Ninth Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
