Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,-0.5,-3,689,29.7,160,.225,.465,.348,26.1,30.6,24.0,.196,.387,.295,42.1
2022,Slider,,0.1,1,441,19.0,119,.196,.411,.305,30.4,27.7,20.8,.177,.345,.275,26.7
2022,Sinker,,-1.0,-3,331,14.3,104,.205,.364,.309,17.2,16.3,17.9,.224,.454,.347,43.1
2022,Curveball,,0.6,2,306,13.2,56,.180,.320,.269,25.4,30.4,16.0,.187,.305,.264,35.3
2022,Changeup,,1.3,4,288,12.4,83,.256,.436,.326,30.6,24.1,22.5,.236,.392,.289,30.5
2022,Cutter,,3.3,6,182,7.8,46,.419,.814,.527,19.8,13.0,18.2,.285,.481,.338,31.6
2022,Splitter,,0.1,0,82,3.5,23,.273,.318,.280,12.5,13.0,9.1,.307,.372,.315,31.6
2022,N/A,,14.4,0,2,0.1,1,1.000,1.000,.900,0.0,0.0,--,.215,.237,.198,100.0
2021,4-Seamer,,-0.3,-2,462,37.9,106,.223,.340,.290,24.0,24.5,21.0,.254,.444,.338,43.5
2021,Slider,,2.6,6,227,18.6,65,.267,.633,.398,18.9,18.5,13.6,.271,.554,.373,33.3
2021,Curveball,,-2.2,-3,157,12.9,34,.125,.219,.206,37.9,29.4,19.6,.185,.278,.231,31.8
2021,Sinker,,2.2,3,129,10.6,36,.452,.742,.538,5.6,8.3,13.0,.305,.452,.378,42.9
2021,Changeup,,1.0,1,128,10.5,37,.229,.314,.311,36.5,21.6,18.6,.252,.317,.273,37.0
2021,Cutter,,-1.8,-2,96,7.9,25,.217,.435,.308,18.0,20.0,20.0,.201,.474,.311,50.0
2021,Splitter,,0.6,0,21,1.7,9,.222,.333,.239,46.7,33.3,42.9,.172,.242,.175,50.0
2020,4-Seamer,,1.2,2,172,38.2,36,.300,.633,.467,17.8,22.2,18.2,.245,.492,.374,40.9
2020,Slider,,-2.9,-2,66,14.7,18,.118,.176,.158,34.4,27.8,17.9,.219,.434,.299,33.3
2020,Sinker,,-2.3,-1,60,13.3,14,.154,.462,.282,25.9,14.3,20.0,.163,.222,.210,27.3
2020,Changeup,,0.0,0,54,12.0,20,.176,.235,.258,35.7,30.0,26.1,.179,.235,.260,36.4
2020,Curveball,,-1.5,-1,51,11.3,13,.091,.091,.177,45.5,61.5,34.8,.123,.161,.211,66.7
2020,Cutter,,-7.3,-2,32,7.1,9,.111,.111,.100,47.1,33.3,42.9,.148,.170,.140,33.3
2020,Splitter,,10.2,2,15,3.3,5,.250,.750,.600,57.1,20.0,11.1,.227,.673,.570,66.7
